SourceIP,SrcPort,DstIP,DstPort,AppId,octetTotalCount,octetTotalCount_reverse,packetTotalCount_vpn,packetTotalCount_reverse_vpn,durationSeconds
117.206.223.191,55437,52.66.169.174,443,443,1193,4930,8,9,0.163
106.195.9.206,37962,34.104.32.106,443,443,4003,87041,48,76,2.925
117.96.43.135,3663,3.111.59.214,443,443,2293,4048,14,13,0.497
45.119.28.19,6484,34.36.73.246,443,443,3740,4428,12,13,39.198
117.207.119.247,58802,13.225.103.17,443,443,1657,1223,10,8,0.283
117.193.107.28,33354,44.240.184.205,443,443,1958,5500,17,15,4.094
49.43.231.144,57782,76.223.3.47,443,443,2979,6413,22,25,15.315
157.32.118.49,57938,13.32.251.113,443,443,993,7866,9,13,41.122
106.196.33.176,10692,3.174.46.35,443,443,1819,10482,5,15,30.565
103.59.73.21,50266,3.169.71.122,443,443,6163,6161,16,13,24.465
14.194.166.58,10901,13.205.50.49,443,443,197861,21599,268,158,756.088
2401:4900:5315:20e3:ea66:9c39:dd34:6794,58012,2600:1901:0:8956::,443,443,2526,5277,19,19,27.112
223.239.25.56,39823,35.190.118.8,443,443,1888,4733,17,16,1.038
14.96.203.102,57099,20.189.172.33,443,443,2132,5398,9,10,1.661
2401:4900:8852:e551:c9f9:de97:4b86:d1e4,57650,2600:1f18:42f5:7700:6a9a:33ba:dc34:374f,443,443,18434,3109,31,24,70.52
120.57.32.37,51826,34.149.211.227,443,443,1139,4859,9,12,0.394
117.235.142.238,43344,18.233.123.55,443,443,4624,3381,16,13,51.533
122.98.88.228,24665,34.102.140.103,443,443,106741,114852,1790,1786,18027.907
117.203.148.90,36844,8.221.48.147,443,443,1675,2732,11,10,1.926
106.198.44.236,3795,34.126.225.121,443,443,2699,4019,18,18,67.094
2402:8100:24ec:87f9:9450:b0b3:27db:c18d,37250,2600:1901:0:8956::,443,443,2494,4973,19,15,9.375
103.109.144.9,48999,13.69.239.68,443,443,5598,7545,16,10,0.976
59.98.110.56,50348,18.161.229.57,443,443,2594,37725,24,34,24.098
59.185.103.85,10001,18.239.111.37,443,443,1481,7729,9,10,1.117
157.20.14.78,56431,100.52.16.63,443,443,3236,3946,12,9,1.161
106.200.148.143,5264,43.199.111.181,18008,443,1517,5302,14,11,1.144
49.249.28.30,50384,20.190.145.142,443,443,9054,8478,25,18,0.88
106.196.47.235,47290,3.163.238.4,443,443,2199,45637,28,41,31.218
103.8.37.170,48982,129.227.29.117,443,443,2658,4236,12,10,4.763
27.107.69.94,51438,52.7.92.54,443,443,5798,2465,15,15,6.804
223.185.200.69,36712,34.49.230.111,443,443,1923,12706,7,16,72.553
59.183.11.107,40768,129.227.29.192,443,443,1634,7759,12,11,0.292
27.122.61.78,47372,45.253.245.100,443,443,14097,856031,281,603,12.806
27.107.60.114,58725,52.108.8.12,443,443,5351,8996,14,17,0.178
117.234.19.146,39778,99.86.30.116,443,443,48943,1274935,917,931,9.66
157.32.128.158,35278,54.230.27.9,443,443,1982,5303,14,12,12.525
2401:4900:4825:1d17:1:2:d216:db1a,35858,2406:da1a:779:8a02:e4d4:24:3e46:b18,443,443,1833,5793,12,12,0.062
157.10.248.100,54039,3.164.206.21,443,443,2183,6574,7,10,0.899
111.93.136.226,51569,130.213.27.178,443,443,25441,30407,29,32,13.936
59.91.133.18,43182,35.190.118.8,443,443,10954,20995,84,127,60.646
2405:201:e015:9b:94f5:5a9d:9ffc:9a90,43746,2600:9000:2636:f400:1f:cb3c:6940:93a1,443,443,4471,8851,20,14,88.802
106.195.9.246,35970,108.159.28.71,443,443,11502,282498,204,203,0.667
42.105.244.202,57627,34.149.166.105,1883,443,1471,5260,16,16,0.681
27.59.154.212,11877,148.251.151.229,443,443,11455,303131,184,219,21.409
118.103.138.111,48636,3.227.106.224,443,443,1925,6410,14,15,2.633
14.96.134.78,65111,20.189.173.6,443,443,2235,7959,9,11,8.283
49.249.113.106,54809,34.36.73.246,443,443,3070,4274,9,11,31.047
223.228.89.51,5982,18.66.63.85,443,443,2698,35615,34,31,1.051
119.2.125.159,23135,139.196.135.170,443,443,2318,20852,24,22,2.373
182.69.177.101,22301,15.207.66.66,6500,443,2522,6719,15,12,0.112
117.96.40.191,31558,13.235.198.147,443,443,2586,5186,21,17,54.826
103.160.26.218,54340,173.233.81.201,4433,443,1506,998,13,11,60.673
117.234.113.36,57480,129.227.198.159,443,443,1963,1097,9,9,0.507
110.224.166.94,49648,129.227.29.60,443,443,1085,4452,4,8,31.311
115.160.214.195,50541,103.249.239.178,443,443,18301,8849,37,25,27.8
27.107.75.242,63277,44.195.143.192,443,443,1603,5526,8,11,1.439
182.156.21.2,46319,150.171.22.12,443,443,1632,6047,10,13,1.76
27.107.29.90,54958,34.36.189.51,443,443,37025,8501,50,34,0.503
223.186.149.9,9499,18.161.229.118,443,443,2769,90841,36,74,1.114
58.145.187.254,58092,8.209.111.127,443,443,2805,3127,11,8,15.292
14.195.82.198,55045,163.116.196.35,443,443,3822,6847,12,13,0.226
106.217.74.88,63678,99.86.182.100,443,443,2028,4897,20,15,11.978
106.215.199.156,15848,18.164.237.77,443,443,5210,97185,83,81,0.873
49.249.5.34,57820,20.190.146.38,443,443,894,1870,10,6,2.412
115.160.216.51,35924,13.235.12.55,443,443,733,5808,4,8,57.076
59.92.85.122,38268,13.203.239.182,443,443,10209,187375,115,160,12.132
49.35.192.226,35082,18.155.49.113,443,443,4148,85010,62,67,2.191
117.247.218.65,53340,35.81.183.174,443,443,45174,31292,336,258,1205.059
117.96.41.170,32972,35.244.195.33,443,443,889,5393,7,16,69.45
182.156.78.2,60150,3.233.158.114,443,443,15276,5465,20,17,1.46
103.109.144.8,54632,52.123.130.14,443,443,11579,14783,24,30,2.941
139.5.10.144,59428,18.155.129.125,443,443,1588,7037,11,9,1.021
103.109.144.10,14032,72.154.7.101,443,443,1797,3433,12,9,1.146
1.39.95.71,36786,35.190.118.8,443,443,2465,4855,16,16,25.699
106.200.176.215,6866,52.123.129.14,443,443,695,6571,5,8,0.026
106.215.87.236,13838,148.113.9.94,443,443,36892,43139,837,838,6638.164
117.235.131.92,48083,35.154.82.245,443,443,1612,1050,9,8,1.25
106.195.8.27,48924,3.122.16.67,443,443,4807,3725,20,20,172.735
139.5.1.186,47808,47.253.62.46,443,443,29432,6128,33,22,5.043
223.176.117.240,33571,54.81.215.180,443,443,1897,5573,12,13,1.905
49.249.169.130,50818,46.137.47.218,8883,443,1333,3682,13,10,0.766
210.16.94.134,49794,35.170.23.176,443,443,2030,1065,14,13,68.187
121.240.135.250,50614,34.120.59.84,443,443,3106,4953,11,10,27.866
14.194.91.98,50069,34.201.199.126,443,443,3223,5526,12,11,1.221
106.210.142.132,60971,35.190.118.8,443,443,4937,6156,28,30,45.548
139.5.0.191,3190,52.66.152.8,443,443,1578,4126,9,11,0.533
103.85.92.58,37682,34.49.135.191,443,443,4707,1021,8,7,2.888
27.107.38.246,33568,172.235.29.43,443,443,3586,1609,10,8,2.3
42.105.75.208,6135,35.190.43.134,443,443,629,1460,2,2,4.208
182.156.141.210,63825,40.104.68.82,443,443,1520,7916,12,14,0.723
14.194.165.138,51781,54.166.189.100,443,443,2746,5589,12,11,0.918
103.59.73.48,38698,129.227.29.116,443,443,2168,4085,8,7,0.204
157.48.187.100,49840,54.230.27.37,443,443,1977,8944,13,11,0.28
139.5.1.157,20940,99.86.30.67,443,443,2083,44698,23,37,0.083
157.48.174.232,44368,18.155.55.222,443,443,6325,8666,17,16,23.855
14.96.211.202,59222,34.96.98.129,443,443,1180,1473,6,5,0.971
49.249.124.222,51196,3.227.250.179,443,443,705806,78214,488,326,3.857
106.200.148.151,19899,35.154.91.25,443,443,2666,4737,21,18,69.147
49.36.43.109,32834,166.117.204.184,443,443,681,164,3,3,30
203.147.90.123,38058,198.211.109.70,443,443,595,842,6,7,32.129
14.194.165.46,52417,52.123.129.14,443,443,4877,10559,12,19,0.712
152.59.46.147,54260,3.163.238.4,443,443,1057,4749,9,10,30.16
157.32.122.78,39946,108.159.46.8,443,443,3100,37573,35,33,1.116
157.48.186.246,38514,18.155.49.62,443,443,2588,33438,27,30,0.345
112.79.213.248,56488,35.190.118.8,443,443,1665,4769,15,17,28.967
106.215.81.12,1977,185.38.109.202,443,443,616,320,8,6,49.417
182.69.181.97,27633,13.127.167.120,443,443,2186,4968,12,10,0.858
103.197.73.130,58510,13.204.106.34,443,443,8020,9395,37,35,177.407
160.30.184.148,37908,8.209.70.94,443,443,2714,6346,8,16,65.83
117.96.41.124,32923,4.153.72.49,443,443,2597,6645,10,14,21.956
27.59.169.226,14731,104.46.162.225,443,443,3604,12590,23,18,78.395
117.211.90.26,37154,20.244.107.25,443,443,20813,347691,221,248,21.646
203.197.194.213,64752,34.30.52.32,5190,443,1795,9468,13,13,1.251
2401:4900:49a7:7c17:a50c:4051:fc68:b63d,37194,2600:9000:24d9:1200:1a:7290:9d00:93a1,443,443,96965,4402268,1184,3496,95.997
2401:4900:33a3:290c:b6ba:8da0:557f:51e3,42636,2a04:4e42:5a::820,443,443,2464,6879,16,16,1.711
117.199.165.70,51325,34.64.233.111,443,443,3629,5317,16,12,33.28
106.210.207.136,62112,34.149.43.113,443,443,2322,5049,10,12,9.576
14.194.217.130,35949,35.190.118.8,443,443,1813,4579,13,13,0.143
49.43.231.89,53312,18.155.33.109,443,443,2885,44363,38,37,0.289
14.96.203.162,52446,129.146.215.229,443,443,4369,5066,11,11,1.323
2401:4900:360c:5439:1:2:8042:e0e5,49162,2a04:4e42:59::820,443,443,1824,5359,12,11,0.487
103.197.74.7,38287,52.27.163.92,443,443,2093,5502,17,15,9.184
123.242.248.188,52941,52.123.253.69,443,443,1154,8291,9,9,0.555
59.182.214.36,51460,18.161.229.93,443,443,3002,49511,41,38,0.969
103.177.234.65,31013,88.211.252.116,443,443,643107,5970631,15011,20595,2400.127
2401:4900:3689:7e9d:2:2:d444:fda1,50744,2600:1901:0:8956::,443,443,1882,4803,14,14,38.929
157.32.124.31,36512,13.32.251.27,443,443,1806,8583,13,12,3.195
14.99.132.242,52805,20.42.6.2,443,443,2966,6901,8,10,1.092
223.185.201.191,11470,47.79.65.156,443,443,37578,7527,43,27,1.795
117.239.188.122,36566,99.83.233.75,443,443,498,549,7,3,54.142
117.96.43.239,25814,3.7.243.167,443,443,4476,6362,21,16,2.172
103.242.20.215,57305,47.245.134.147,443,443,1544,3468,6,8,15.984
59.89.204.75,34516,3.163.238.4,443,443,1934,7622,14,12,21.905
103.170.139.233,1053,148.113.16.14,443,443,57946,68976,1079,1297,6032.484
47.11.23.182,37180,54.230.27.11,443,443,2715,35073,27,33,0.35
2401:4900:4948:a73:2:1:d2ff:ca09,50660,2600:1901:0:8956::,443,443,402,10918,3,12,34.053
152.57.185.39,35286,13.32.251.74,443,443,21944,7006,30,20,20.92
45.121.2.186,58310,18.245.158.107,443,443,49920,1766692,821,1211,5.266
27.107.111.102,64280,52.2.156.67,17472,443,2709,2777,9,9,1.257
27.107.48.242,53386,162.210.194.1,4450,443,6017,12382,22,18,7.031
152.59.9.178,34673,54.230.27.121,443,443,1559,9514,11,18,21.251
2401:4900:4184:c937:0:39:17d:a101,38194,2600:9000:213c:3c00:19:c3dd:8580:21,443,443,5394,54992,44,49,12.254
2409:40c2:3152:614a:8000::,53606,2600:9000:2571:400:19:1df6:3740:93a1,443,443,13742,899769,146,713,35.244
117.213.238.101,60782,18.66.41.105,443,443,1009,9306,9,14,68.069
27.59.201.190,12224,129.227.29.209,443,443,1595,13869,11,16,4.76
152.58.118.221,35338,199.232.43.52,443,443,1972,69089,13,56,1.145
42.105.153.25,23890,35.190.118.8,443,443,2098,5381,15,16,6.317
100.95.223.91,59332,57.155.161.64,443,443,5749,183907,59,132,3.957
157.33.231.93,46106,108.159.46.8,443,443,2402,32548,29,30,2.617
137.59.67.208,62967,31.186.239.95,443,443,1598,18187,16,17,1.007
27.107.4.4,50718,20.189.173.9,443,443,834,6656,9,7,0.475
106.200.159.60,2828,43.134.112.127,5223,443,1906,5782,9,8,0.876
106.215.197.245,18254,129.227.29.4,443,443,1817,7144,15,14,30.631
27.107.28.18,65249,4.213.133.109,443,443,5935,12455,19,16,64.373
202.75.193.5,37278,20.50.201.201,443,443,6641,5701,19,13,0.906
2401:4900:8fd4:4620:70cf:c3ae:e20f:3e63,35946,2600:1901:0:8956::,443,443,2077,4973,17,15,0.811
106.198.37.220,1987,72.153.5.96,443,443,1863,3903,13,9,2.551
202.135.181.135,40718,52.222.205.50,443,443,11693,37159,51,34,58.096
157.35.77.243,36656,54.240.162.26,443,443,2572,32079,32,32,2.88
59.183.90.62,49676,31.186.239.93,443,443,1426,5496,10,11,1.532
103.97.104.47,45472,34.232.66.213,443,443,7911,6112,25,22,68.498
152.57.252.192,58818,13.32.251.27,443,443,1698,8614,13,11,0.47
157.48.175.77,56126,54.230.27.121,443,443,2597,7712,16,18,1.62
117.203.79.193,50863,52.11.229.59,443,443,1028,8427,12,14,3.628
106.200.180.196,9157,3.163.238.4,443,443,1109,4697,10,9,30.792
2401:4900:33b3:1f63:2:1:a902:6d0a,44040,2a04:4e42:31::820,443,443,2955,10841,19,19,7.945
106.206.79.148,8391,47.237.96.43,443,443,2110,4236,12,10,2.974
103.109.144.11,58268,20.189.172.73,443,443,2101,5612,15,10,21.898
103.72.8.95,63879,157.245.192.54,443,443,8714,307810,115,218,10.23
110.224.16.206,33404,81.69.180.33,8607,443,13776,5762,19,15,7.634
139.5.1.206,12385,35.154.231.104,8883,443,2963,6884,22,20,1.302
27.107.55.178,12225,34.227.36.214,443,443,4082,6521,46,47,599.75
152.58.56.136,49784,13.32.251.70,443,443,1738,8816,13,12,3.2
223.239.24.212,65426,151.101.193.44,443,443,23057,715784,378,555,2.062
103.208.68.98,41826,18.164.188.109,443,443,2422,6120,15,13,25.098
2401:4900:51f4:512a:9610:b6c0:72bb:b182,45368,2600:1901:1:388::,443,443,801,2459,3,7,16.75
106.195.3.48,50808,129.227.29.100,443,443,1380,8489,12,12,22.439
157.32.130.123,48290,18.155.49.51,443,443,2985,36788,34,32,0.546
182.56.173.73,61068,65.108.253.105,443,443,3574,7138,12,18,56.993
115.160.214.195,37972,103.249.239.178,443,443,5918,2913,16,11,3.153
59.89.172.183,46098,65.0.222.182,443,443,7337,6186,30,26,5.265
182.156.21.2,62373,52.206.229.112,443,443,3268,5590,12,12,1.04
103.153.167.160,55422,43.153.246.246,443,443,1842,4134,9,10,0.36
2401:4900:234a:f21e:1:1:cc28:7544,35566,2a04:4e42:59::820,443,443,1601,3855,9,10,0.39
103.51.154.239,42292,52.45.43.233,443,443,9821,6475,27,23,68.572
14.143.163.35,48708,130.211.34.183,443,443,42580,7029,43,33,7.915
182.156.134.154,47246,108.159.91.76,443,443,14729,3252740,266,2217,4.778
106.215.198.227,22814,3.94.245.242,443,443,2054,4786,13,10,1.557
223.239.24.128,9203,99.86.30.32,443,443,2981,36098,33,32,0.916
117.230.88.56,52988,108.159.15.45,443,443,3317,73949,46,58,0.404
157.34.34.29,48658,3.163.238.4,443,443,2311,4933,13,13,30.228
103.199.202.134,18140,129.227.29.20,443,443,809,20215,6,18,61.528
106.215.198.161,15020,18.66.63.31,443,443,7779,157530,108,126,20.285
202.149.219.66,55252,13.48.119.1,1345,443,1006,5204,9,14,1.606
45.119.28.106,8763,40.126.17.132,443,443,6460,13750,15,17,0.516
45.119.31.117,60486,99.86.30.40,443,443,24122,135665,108,108,2.851
27.107.76.130,56373,52.168.117.174,443,443,3234,7300,9,12,2.111
223.239.24.210,27845,129.227.29.60,443,443,1967,8117,14,15,30.436
110.224.163.39,48854,54.149.116.11,7003,443,927,2054,7,9,45.033
117.234.116.33,56851,99.86.25.35,443,443,105683,4367689,1707,3151,44.271
117.245.227.225,1350,199.232.22.137,443,443,1683,89433,15,74,2.548
49.36.47.21,40200,108.157.238.47,443,443,2454,33193,30,28,0.66
117.221.164.198,60044,148.113.9.58,443,443,326746,399933,7947,7932,67523.042
14.97.221.142,56172,172.202.86.196,443,443,20440,14347,25,19,2.507
157.48.160.49,45227,18.155.33.69,443,443,11101,8166,21,21,68.288
27.107.47.230,59625,3.6.191.134,443,443,11791,5161,14,12,0.085
2401:4900:503f:12f:1:0:3e:ecde,40726,2600:1901:0:8956::,443,443,4149,8059,31,37,34.57
103.160.27.154,45500,170.106.114.94,799,443,4431,2108,6,6,11.32
139.5.1.59,23366,13.203.152.141,443,443,1770,4077,12,12,0.666
49.249.31.18,59164,13.248.161.47,443,443,1477,7701,11,10,0.423
202.168.85.45,55186,3.91.167.149,443,443,2203,6318,15,13,2.591
117.237.6.147,4569,3.227.106.224,443,443,1161,5760,14,11,12.693
202.134.10.133,55942,8.209.112.152,443,443,7314,2072,9,5,28.144
169.149.194.247,49516,18.155.49.105,443,443,2064,32867,23,28,5.05
203.197.244.106,60161,34.187.196.44,30010,443,1079152,622528,6220,6166,12647.914
111.93.211.10,57245,192.111.4.164,443,443,2263,10342,12,14,31.122
106.196.41.209,13180,3.7.243.167,443,443,3730,9468,24,18,0.395
223.239.25.7,6314,35.190.118.8,443,443,5177,12086,35,53,16.609
115.160.212.22,13568,47.87.128.65,10000,443,628,2244,7,5,0.564
106.194.30.204,23584,34.111.108.23,443,443,3832,9529,46,46,150.5
157.48.179.74,38434,18.155.33.9,443,443,4110,75519,56,61,0.412
14.96.208.134,60590,52.110.14.156,443,443,1403,8354,12,9,0.168
2402:3a80:1a3:c160:fca5:1fff:fec4:dd3e,37266,2600:1901:0:8956::,443,443,2611,7049,15,17,5.003
2401:4900:b06:b66b:0:53:e4af:7f01,57668,2600:1901:0:8956::,443,443,1898,4837,13,13,0.069
117.96.42.167,21814,170.106.114.94,799,443,5700,2428,15,14,18.134
152.58.59.250,49552,54.230.27.26,443,443,1958,8892,13,11,0.395
117.96.43.247,11854,43.156.37.243,9088,443,4069,7534,48,50,596.715
110.226.200.209,48196,34.160.136.185,443,443,681,16306,3,15,58.76
2401:4900:33b3:42c4:2:1:a518:28c,43778,2600:1901:0:8956::,443,443,2599,5492,21,20,41.958
2401:4900:3682:ad5a:2:2:cfdf:7601,44610,2600:1901:0:8956::,443,443,2848,6163,22,27,45.027
106.200.141.173,15135,129.227.29.100,443,443,1309,8302,11,12,18.888
14.96.203.98,56600,172.241.7.222,443,443,6111,65906,52,63,61.253
52.111.252.61,443,182.156.223.210,63793,443,50566,28508,84,90,428.547
27.122.61.106,17297,176.97.73.175,443,443,5452,1154,14,10,5.648
27.107.68.202,8302,35.83.21.112,8443,443,1800,13714,5,13,57.03
14.97.137.102,10246,3.11.47.92,443,443,2115,7633,8,21,129.999
202.168.84.157,62707,13.225.103.69,443,443,1821,6044,13,11,0.55
202.135.181.134,28808,20.189.173.9,443,443,3960,7477,15,8,1.545
165.225.61.47,24123,180.179.208.63,443,443,2046,4364,4,5,0.941
122.15.171.61,58374,35.227.247.29,443,443,3068,74818,37,64,12.593
112.110.59.97,23188,35.190.43.134,443,443,961,3876,5,8,32.154
117.96.43.74,12970,108.158.232.105,443,443,22186,593542,341,470,26.754
180.151.50.211,10364,52.219.132.231,443,443,868,6618,13,11,0.103
2409:40f4:300a:605a:8000::,58770,2600:1901:0:8956::,443,443,2161,4897,14,14,4.765
2409:408c:2616:3cd5::2313:d0ad,50898,2600:9000:2632:ea00:1f:bf94:ac00:93a1,443,443,82385,3398835,954,2694,51.552
106.200.191.75,10716,3.109.224.175,443,443,4334,6278,44,27,160.026
152.58.56.163,1039,54.230.27.98,443,443,3213,8410,20,22,6.95
106.200.154.147,1962,54.230.27.84,443,443,3598,65036,52,52,3.876
2409:408c:2797:57ce::1562:78a4,44710,2600:9000:2636:1200:8:4bc8:3c0:93a1,443,443,6100,72283,43,64,1.58
157.48.171.77,48316,18.155.49.103,443,443,4120,37325,36,35,2.761
14.195.164.194,18216,40.126.28.19,443,443,4299,6732,15,13,2.041
2401:4900:40a8:de7e:28f7:2dff:fe76:55fe,58848,2600:1901:0:8956::,443,443,2289,5003,20,15,1.065
223.185.206.59,58143,108.158.251.36,443,443,4066,74869,61,62,1.584
223.239.25.138,37980,3.163.238.4,443,443,1121,4801,10,11,30.2
117.201.162.8,54230,18.164.188.120,443,443,1635,7280,14,12,0.841
27.107.110.30,49980,13.89.178.26,443,443,2987,5130,14,11,2.939
139.5.11.254,56842,13.70.79.200,443,443,2728,5172,13,11,1.383
2402:3a80:43b3:3efe:d09e:2dff:fe7b:89a4,55444,2600:1901:0:8956::,443,443,2055,4839,17,14,8.467
2401:4900:5943:91c3::1023:5d7c,60776,2600:1901:0:8956::,443,443,1476,4281,11,9,0.331
103.88.159.26,20238,44.216.61.12,443,443,1951,5519,8,10,1.285
154.84.242.25,39760,174.137.133.49,443,443,3384,4917,11,10,31.991
152.58.24.240,57696,18.155.33.117,443,443,1747,6044,12,11,1.03
14.99.227.78,52013,80.225.230.156,443,443,1260,5006,9,10,20.173
27.0.216.21,24027,104.211.97.138,443,443,2974,5345,10,10,6.705
117.96.43.3,18452,35.190.118.8,443,443,1756,4848,16,17,25.91
27.107.29.126,53280,52.123.130.14,443,443,6227,10335,15,22,0.538
203.78.214.170,7956,40.126.17.134,443,443,5783,17287,21,16,0.799
3.120.221.108,443,203.78.214.170,9444,443,5620,1335,14,12,11.607
182.156.130.80,54554,40.126.18.32,443,443,15549,48819,24,41,25.187
103.208.68.152,21420,108.158.245.124,443,443,2121,39842,23,33,0.29
103.138.144.115,62489,148.113.8.203,443,443,112749,106286,2560,2050,9692.676
106.220.121.27,14651,13.235.12.55,443,443,3094,5031,17,13,1.928
117.208.10.87,56264,54.192.142.91,443,443,5651,11950,34,31,26.967
223.185.203.236,38230,146.75.117.155,443,443,2638,60106,31,51,1.364
27.107.250.243,52016,108.158.61.15,443,443,5371,76125,65,61,1.384
14.96.160.110,47784,34.54.243.150,54443,443,2733,6412,15,12,1.217
49.43.229.9,60970,18.155.33.117,443,443,1808,6096,13,12,0.609
106.208.67.141,4398,18.161.246.28,443,443,3136,38486,37,35,0.395
59.183.58.96,64368,52.182.143.209,443,443,3109,5130,13,11,1.79
106.198.29.61,1039,129.227.29.60,443,443,1795,7890,12,14,30.296
2401:4900:5961:571b::62f:8d30,40044,2600:1901:0:8956::,443,443,4560,10290,38,35,25.443
137.133.98.22,21512,34.89.241.174,9997,443,8987,7846,20,18,3.073
103.199.205.249,24370,54.192.151.40,443,443,2618,35945,33,29,9.467
117.236.173.146,51886,72.154.7.96,443,443,1718,3432,9,9,1.206
118.103.138.235,7981,3.228.211.58,443,443,2039,7545,13,11,2.392
2402:3a80:4551:ef8b:0:48:c950:f101,60380,2600:1901:0:8956::,443,443,669,3878,2,8,49.224
117.237.6.38,7734,44.202.21.7,443,443,773,3813,5,6,0.649
182.156.225.162,12749,20.190.135.6,443,443,6027,15271,15,17,1.319
2401:4900:4185:54c1:0:8:6aab:a001,53136,2600:1901:0:8956::,443,443,618,4151,6,13,42.012
14.194.218.66,59518,34.149.97.1,443,443,897,15552,4,15,54.662
14.97.88.138,54592,152.67.14.185,7777,443,21265,151988,72,121,22.628
27.0.216.34,44043,148.113.16.95,443,443,19630,23295,391,393,3010.061
45.121.2.48,30036,43.201.167.208,443,443,1551,5639,12,13,5.121
13.227.180.4,443,103.8.37.58,63456,443,18723,20907,139,143,1193.856
106.196.79.116,42002,129.227.29.155,443,443,3590,29134,34,36,0.75
157.46.3.10,41964,18.155.33.43,443,443,2254,49941,26,41,0.771
103.31.215.10,51685,54.231.233.73,443,443,2051,8050,13,19,5.28
115.160.220.66,63538,140.245.22.44,443,443,1502,5530,12,11,0.052
103.109.144.11,45000,20.189.172.73,443,443,1921,5465,12,9,1.757
103.163.91.100,53275,128.14.146.10,12342,443,4950,3858,13,14,16.867
103.225.218.120,47756,47.254.178.47,443,443,598,2052,6,7,32.442
54.250.31.229,443,103.195.202.36,49820,443,3087,4266,13,14,141.49
106.210.236.211,54786,151.101.210.152,443,443,7682,125158,68,119,20.575
182.60.16.58,54403,13.213.35.221,443,443,7979,6220,20,18,90.979
157.48.178.61,38672,54.240.162.23,443,443,2506,50245,31,43,0.685
152.56.8.244,50982,3.163.238.4,443,443,2379,29970,25,28,2.02
14.194.57.90,55118,98.91.10.150,443,443,12123,11314,162,92,1188.372
103.171.99.41,59452,34.149.43.113,443,443,4264,1591,12,9,6.329
117.193.51.209,37266,138.199.14.10,443,443,11480,169297,161,121,1.814
52.108.52.22,443,49.249.89.158,64434,443,63105,98486,938,1342,5428.13
14.98.11.22,50320,3.233.158.10,443,443,21511,5127,34,24,143.116
106.217.198.48,31714,34.111.108.23,443,443,3573,9407,46,45,150.095
49.43.228.36,40340,54.192.46.167,443,443,7990,17743,20,26,37.072
120.56.57.61,49846,217.160.0.30,443,443,1685,5622,8,6,1.933
157.32.123.248,34502,18.155.49.94,443,443,5418,108843,87,85,0.836
103.210.88.44,52462,172.240.108.84,443,443,2189,3596,7,6,0.927
103.199.180.43,44218,54.172.219.185,443,443,14816,16717,42,36,117.801
52.178.17.2,443,194.119.5.93,13788,443,5676,6443,11,12,0.404
59.89.104.137,42050,13.126.219.140,443,443,1005,3933,10,8,1.992
120.56.128.91,34332,18.161.229.90,443,443,91929,7947224,1730,5384,19.332
152.58.24.137,33724,18.155.49.128,443,443,2296,35175,21,32,0.321
223.180.181.183,30898,34.142.153.126,443,443,5836,6468,32,24,86.835
27.59.202.112,8271,13.32.251.42,443,443,857,6160,7,8,1.136
2a04:4e42:42::820,443,2401:4900:b0e:4a9e:0:5e:700e:7c01,34304,443,8309,180,16,3,5.885
2401:4900:5956:59d::428:a3ba,41848,2600:1901:0:8956::,443,443,1917,4821,15,13,5.109
2401:4900:30da:ed6e:88fb:14ff:fe62:617c,38986,2600:1901:1:388::,443,443,741,6019,3,12,3.019
27.107.13.6,61876,52.111.252.61,443,443,33215,63704,124,124,570.245
2409:4081:9b87:38e5::2909:f03,39884,2600:9000:2576:b400:19:c3dd:8580:21,443,443,4093,54992,37,49,4.183
103.160.27.246,53230,173.233.81.202,4433,443,1121,3611,13,12,60.753
2401:4900:8853:1180:89b4:8773:54e7:a6aa,44296,2600:9000:2244:4c00:13:a351:8340:93a1,443,443,10388,155294,121,133,3.217
110.224.18.115,41020,18.155.107.114,443,443,1768,8531,12,11,0.684
182.156.130.218,57374,15.206.132.38,443,443,3955,1025,11,8,11.444
14.195.8.126,58048,52.98.58.50,443,443,31242,25972,34,40,0.745
120.56.77.44,54006,47.83.200.173,6615,443,716,1435,6,7,0.511
180.151.196.174,45852,18.161.216.90,443,443,1229,2831,8,5,0.048
47.11.18.164,38510,54.230.27.26,443,443,1839,8534,12,11,0.664
106.220.115.143,16348,3.248.82.67,443,443,7040,6246,14,14,29.049
14.96.158.18,60533,52.184.215.111,443,443,53580,7788,49,20,5.11
182.156.129.137,54886,150.171.27.10,443,443,6669,13841,40,47,103.502
202.81.155.64,59582,52.111.252.6,443,443,44196,73129,172,143,837.696
14.98.52.5,37138,129.227.29.60,443,443,3159,18599,21,24,9.696
182.156.5.54,59719,52.108.68.0,443,443,17758,14471,133,131,599.7
117.201.236.128,60810,18.164.202.117,443,443,1760,6418,15,13,29.497
117.96.43.77,28181,18.164.246.60,443,443,751691,89415124,11543,70475,693.984
2401:4900:8851:962c:6de8:5e35:80f8:9883,39212,2600:9000:2572:e000:19:1df6:3740:93a1,443,443,24017,455604,282,367,3.151
49.35.193.235,36277,54.230.27.37,443,443,1954,8839,15,13,5.7
122.98.88.228,17497,34.102.140.103,443,443,56921,63492,940,948,9601.921
110.224.170.24,44068,13.227.249.102,443,443,1772,1229,5,6,26.994
14.142.136.18,40092,35.201.101.243,443,443,4096,1394,9,8,3.834
106.196.65.126,40920,13.225.103.100,443,443,9900,320772,156,250,0.612
